SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.378824565,32,0,0.450727464,6666,18,0,1,0,1
0,0.012849679,80,0,2134,NA,6,0,1,0,0
0,0.214027291,66,0,0.188378496,6900,9,0,0,0,0
0,0.586624357,58,0,0.284464442,8000,11,0,1,0,1
0,0.590822291,51,0,0.412764539,6000,8,0,1,0,4
0,0.017090132,41,0,22,NA,5,0,0,0,0
0,0.046442761,66,0,0.197450637,4000,8,0,0,0,1
0,0.285742024,75,0,0.960485599,4200,10,0,1,0,0
0,0.292682927,58,0,0.366480079,3036,7,0,1,0,1
0,0.065730461,58,1,0.394188919,8500,8,0,1,0,2
0,0.182718967,42,0,0.114455681,8404,4,0,0,0,0
0,0,54,0,5414,NA,19,0,4,0,0
0,0.271294809,60,1,0.208355844,5552,6,0,1,0,0
0,0.565250833,74,1,0.208597134,3000,6,1,0,0,0
0,0.06152088,42,0,235,NA,4,0,0,0,0
0,0.073846593,31,0,1446,NA,2,0,1,0,NA
0,0.422176209,40,1,0.843457068,5333,9,0,3,0,1
0,0.043230363,38,0,0.357910522,4000,6,0,0,0,3
0,0.026362375,79,0,27,NA,6,0,0,0,0
0,0.116790461,51,1,0.402452089,8400,20,0,2,0,1
0,0.882141191,61,0,0.773111829,6500,6,0,2,0,0
0,0.405822673,40,0,4097,NA,5,0,2,0,0
0,5.299401198,27,0,0.059970015,2000,4,0,0,0,0
0,0.182240888,50,0,1717,NA,2,0,1,0,0
0,0.002236979,74,0,0.210197451,4000,11,0,0,0,1
0,0,43,0,0.707529247,10000,8,0,3,0,2
0,0.03766039,73,0,0.001077199,5569,1,0,0,0,0
0,0.028980974,66,0,0.226452378,7590,13,0,1,0,0
0,0.293223058,49,0,0.317433868,4800,20,0,1,0,2
0,0,77,0,0,3523,3,0,0,0,0
0,0.564634282,66,0,0.415418923,18833,14,0,2,0,1
0,0.9999999,67,0,0.085045843,3162,2,0,0,0,0
0,0.186449844,47,0,0.617897017,6000,11,0,2,0,1
0,0.092054256,59,0,0.31450677,2584,19,0,0,0,0
0,0.050899965,62,0,38,NA,2,0,0,0,0
0,0,53,0,0.417796478,12833,14,0,2,0,0
0,0,69,0,1859,NA,7,0,1,0,0
0,0.031695493,66,0,113,NA,3,0,0,0,0
0,0.303966226,67,0,560,NA,3,0,0,0,0
0,0.9999999,73,0,38,NA,1,0,0,0,NA
0,0.004601103,59,0,0.045350052,4784,11,0,0,0,0
0,0.003317148,51,0,1375,NA,6,0,2,0,NA
0,0.351828704,50,0,0.208026663,7200,13,0,0,1,2
0,0.069968281,55,0,0.205873066,9500,11,0,2,0,1
0,0.9999999,46,0,0,NA,1,0,0,0,1
0,0.021575313,67,0,0.00252605,9500,4,0,0,0,0
0,0.021699048,70,0,0.018664889,10500,19,0,0,0,0
0,0.203027305,70,0,0.547196593,4226,14,0,2,0,0
0,0,27,0,0,NA,3,0,0,0,0
0,0.015316115,49,0,0.19060158,4936,11,0,0,0,0
0,0.045751336,39,0,0.273146813,3466,5,0,1,0,4
0,0.9999999,53,0,0.145051918,18875,4,1,2,0,1
0,0.038348083,60,0,23,NA,2,0,0,0,0
0,0.831285477,61,0,0.376640241,14631,18,0,1,0,0
0,0.060479013,46,0,0.194978336,9000,10,0,1,0,4
0,0.340615941,41,0,0.317636405,8833,6,0,2,0,2
0,0.018424044,46,0,0.447954823,6551,15,0,2,0,0
0,0.182632695,62,0,4152,NA,4,0,2,0,0
0,0.028281687,42,0,0.24095984,6000,5,0,1,0,0
0,0.871525286,52,0,0.38031070300000003,11650,20,0,2,0,0
0,0.158436837,66,0,15,NA,1,0,0,0,0
0,0.311624176,73,0,0.82811459,1500,13,0,0,0,0
0,0.143981789,50,0,0.428047663,12000,12,0,2,0,3
0,0.096439332,51,0,0.319333984,21500,27,0,4,0,2
0,0.032137628,73,0,0.056617923,8000,17,0,1,0,1
0,0.082172946,64,0,0.101937882,11300,4,0,1,0,0
0,0.267871885,43,0,0.268611944,11000,13,0,0,0,2
0,0.152856928,62,0,6499,NA,7,0,2,0,0
0,0.9999999,23,0,0,650,0,0,0,0,0
0,0.923131866,49,0,0.301224898,12000,8,0,1,0,5
0,0.001093731,63,0,7.77847e-4,6427,8,0,0,0,0
0,0.468728719,84,1,0.429058996,2050,11,0,1,0,0
0,0.0989659,66,0,1.36031984,2000,8,0,1,0,0
0,0.188580506,54,0,1383,NA,8,0,1,0,0
0,0.645418327,32,0,0.149401568,2422,3,0,0,0,1
0,0.037649245,79,0,0.008911106,4600,3,0,0,0,0
0,0.780405595,57,0,0.776832955,10583,18,0,9,0,0
0,0,29,0,0.011512779,4342,5,0,0,0,0
0,0,67,0,0.353865381,5600,11,0,1,0,0
0,0.210411966,32,0,0.953139644,3200,20,0,2,0,1
0,0.9999999,80,0,0.51497006,500,0,1,0,1,0
0,0.169865984,59,0,0.404449444,8000,8,0,3,0,3
0,0,36,0,0.023089983,2944,6,0,0,0,0
0,0.434261473,45,2,0.787437514,4600,12,0,4,1,1
0,0.047145508,91,0,0.048664612,7787,9,0,0,0,0
0,0.111652246,37,1,0.297612438,1800,6,0,0,0,2
0,0.013802821,79,0,0.023554604,1400,11,0,0,0,0
0,0.917605992,56,0,0.202648244,3473,4,0,0,0,2
0,0.080226279,73,0,83,NA,9,0,0,0,0
0,0.189865763,63,0,0.120794132,25083,7,0,2,0,0
0,0.035683709,35,0,0.365793201,5647,8,0,0,0,2
0,0.9999999,40,0,0.405759162,2291,4,0,2,0,0
0,0.29667103,49,0,0.806735914,6353,9,0,2,0,4
0,0.018730806,64,0,0.07622812,7083,13,0,0,0,0
0,0.014221432000000001,45,0,0.082340832,6800,4,0,0,0,0
0,0.052929166,70,0,0.134894992,2475,6,0,0,0,0
0,0.009355495,61,0,0.147890677,10500,12,0,1,0,0
0,0.872020075,28,0,0.152852132,5416,4,0,0,0,0
0,0.12432247,62,0,0.318470844,12895,13,0,2,0,1
0,0.213683759,30,0,0.00992332,4433,6,0,0,0,0
0,0,23,0,0,NA,1,0,0,0,NA
0,0.35537133,51,0,0.30019439,3600,7,0,0,0,0
0,0.385863268,36,1,0.499914545,5850,10,0,1,0,2
0,1.16401e-4,75,0,0,7581,8,0,0,0,0
0,0.007630401,86,0,0.00209979,10000,4,0,0,0,0
0,0.039609476,50,0,1132,NA,13,0,0,0,0
0,0.065477381,53,0,0.179053706,9700,6,0,1,0,1
0,0,66,0,0.348101266,6635,8,0,1,0,0
0,0.58823247,54,0,0.520767778,9533,18,0,1,0,0
0,0.699133597,54,0,0.356410897,4000,9,0,0,0,1
0,0,63,0,0.290051795,5598,12,0,1,0,0
0,0.124817472,34,0,0.452670246,3538,6,0,1,0,0
0,0.515468824,38,0,0.282490598,2392,4,0,0,0,2
0,0.83517129,57,0,0.470398643,11789,17,0,3,0,3
0,0.824503924,67,0,0.289037686,11648,13,0,2,0,0
0,0.06437497,69,0,0.865502183,2289,15,0,1,0,0
0,0.438891355,54,0,0.598320084,6666,12,0,2,0,0
0,0.9999999,21,0,10,NA,0,0,0,0,NA
0,0.9999999,32,0,0.088194444,2879,4,0,0,0,0
0,0.027745672,61,0,0.014900531,12616,15,0,1,0,1
0,0.491262718,43,0,0.087991201,10000,3,0,0,0,1
0,0.9999999,46,0,976,NA,3,0,0,0,1
0,0.008569914,44,0,0.495769882,6500,8,0,4,0,3
0,0.250383915,58,0,0.029653519,35037,6,0,1,0,0
0,0.282854132,49,0,0.322014714,5300,7,0,1,1,1
0,0.0042174,87,0,0.127436282,2000,4,0,0,0,0
0,0.802560639,53,0,1.270956165,3900,15,0,2,0,1
0,0,80,0,1417,NA,4,0,1,0,0
0,0.9999999,23,0,0.117033604,862,1,0,0,0,0
0,0.041143293,46,0,0.50391513,3958,5,0,1,0,2
0,0.195207639,57,2,0.622343908,16800,12,0,4,0,0
0,0.415528157,27,0,19.5,1,1,0,0,0,0
0,0.036004196,35,0,0.309529992,3850,20,0,0,0,1
0,0.482376925,46,0,0.471683698,10470,12,0,2,0,1
0,0.066836665,70,1,0.022853878,7000,6,0,0,0,0
0,8.51836e-4,88,1,0.307644978,6500,9,0,2,0,1
0,0,59,0,0.133923788,28000,11,0,2,0,2
0,0.02520966,54,1,0.215280215,8546,14,0,2,0,1
0,0.912844333,45,1,0.078870354,6833,3,0,0,0,0
0,0.138255168,67,0,0.141337769,19838,7,0,3,0,0
0,0.036397573,56,0,1.304836895,2666,3,0,1,0,0
0,0.013382956,53,0,0.687816815,5720,9,0,2,0,0
0,0.037398931,62,0,42,NA,4,0,0,0,0
0,0.380132723,60,0,4269,NA,18,0,2,0,0
0,0.058894111,72,0,0.004585919,3706,3,0,0,0,0
0,0.284635041,25,0,0.072312084,1050,2,0,0,0,0
0,0.024912652,61,0,0.019777059,2780,7,0,0,0,0
0,0.120978815,79,0,0.56461405,2305,15,0,1,0,0
0,0.9999999,42,0,0.121300986,3750,3,0,1,0,2
0,0.006079591,70,0,0.003141361,3819,9,0,0,0,0
0,0.052267443,61,0,0.012951147999999999,10500,10,0,0,0,0
0,0.165152325,64,0,287,NA,6,0,0,0,0
0,0.9999999,49,1,0.471867612,2114,3,0,1,1,2
0,0.151802878,61,0,0.312981152,11300,17,0,2,0,1
0,1.448671762,47,0,0.515611183,14700,23,0,3,1,5
0,0.515089637,39,0,0.555444887,3011,16,0,1,0,1
0,0.026648289,66,0,0.40139965,4000,13,0,2,0,0
0,0,35,0,1479,NA,3,0,1,0,0
0,0.128853461,74,0,0.18862491,4166,4,0,1,0,0
0,0.961377918,31,0,1.18582825,2130,7,0,1,0,2
0,0.036285072,45,3,0.275668973,25000,14,0,2,0,4
0,958,40,0,1.051909892,4083,3,0,1,0,0
0,0.199935355,48,0,0.659668066,5000,10,0,3,0,1
0,0.009657594,83,0,21,NA,14,0,0,0,0
0,0.409479526,33,0,451,NA,3,0,0,0,NA
0,0.04749736,55,0,953,NA,13,0,1,0,NA
0,0.75735672,32,0,0.381091212,2400,8,0,0,0,0
0,0.258093548,36,0,0.243533123,3169,5,0,0,0,0
0,0.01045865,36,0,0.210303458,4250,5,0,1,0,0
0,1.014189694,37,1,0.1740638,4325,5,0,0,2,3
0,0.003842922,40,0,0.412842549,6166,14,0,2,0,2
0,0.0672533,45,0,2263,NA,2,0,1,0,0
0,0.006644518,41,0,187,NA,4,2,0,1,0
0,0.310343285,73,0,4615,NA,8,0,2,0,0
0,0.968518092,49,0,2473,NA,6,0,1,0,NA
0,0.06821064,57,0,0.009332445,10500,3,0,0,0,0
0,0.026800767,56,0,0.250074993,10000,7,0,2,0,1
0,0.958286906,36,4,0.214771364,7500,9,0,0,0,0
0,0.05346826,69,0,0.462125661,1702,10,0,0,0,0
0,0.003285255,48,0,0.181959565,4500,14,0,1,0,2
0,0.385584887,48,0,0.599820949,3350,6,0,1,0,0
0,0.228111375,55,0,0.253793103,7974,9,0,1,0,0
0,0.002474037,69,0,0.440872627,17326,18,0,3,0,0
0,0.741607383,47,1,411,1,7,0,0,0,2
0,0.78087905,51,0,0.937922199,8585,6,0,2,0,1
0,8.30184e-4,67,0,3613,NA,25,0,2,0,0
0,0.08690957,68,0,0.247128881,4701,8,0,1,0,0
0,0.236585061,46,1,0.331249249,8316,11,0,2,0,0
0,0,63,0,0,NA,1,0,0,0,1
0,0,90,0,0,NA,3,0,0,0,NA
0,0.140158374,67,0,291,NA,6,0,0,0,0
0,0.450703286,42,0,0.32509639,11411,13,0,3,0,2
0,0,39,0,1084,NA,3,0,1,0,0
0,1.022279109,56,1,0.643698679,2800,6,0,0,0,1
0,0.9999999,49,0,6.66593e-4,9000,1,0,0,0,3
0,0.9999999,38,0,0,NA,0,0,0,0,0
0,0.509981255,64,0,0.57368931,9288,14,0,1,0,0
0,0.309496208,44,0,1.018874644,5615,12,0,2,0,2
0,0.069185444,74,0,0.103912648,10989,7,0,1,0,0
0,0.647466112,46,0,0.559880936,21500,19,0,13,0,0
0,0.058172648,52,0,0.129441967,7400,6,0,1,0,1
0,0,73,0,0.025603511,4100,7,0,0,0,0
0,0.878372311,38,0,0.277268761,4583,9,0,0,0,1
0,0.9999999,60,1,42,NA,1,0,0,0,NA
0,0.044300075,66,0,0.65089701,7524,13,0,2,0,1
0,0.792427676,59,0,2992,NA,6,0,1,0,0
0,0.910348275,39,0,0.226151787,5230,7,0,0,0,3
0,0.140864402,72,0,0.479631053,1300,9,0,1,0,0
0,0.060109441,63,0,0.417658234,10000,7,0,2,0,0
0,0.908057471,37,0,0.17469551,5500,5,0,0,0,0
0,0.973362839,43,0,0.51812047,4000,7,0,1,0,1
0,0.19377409,46,1,0.496402878,2640,13,0,1,0,2
0,0.124875014,26,1,1.293877551,734,4,0,0,0,0
0,0.218650418,47,0,0.688197083,8158,14,0,3,0,0
0,0.206427664,94,1,0.815876516,9069,25,0,4,0,0
0,0.050089998,60,0,0.556485356,6213,10,0,2,0,0
0,0,54,0,0.31783402,1698,3,0,1,0,1
0,0.008977332,92,0,88,NA,4,0,0,0,0
0,0.046422582,60,0,0.097213748,4916,3,0,0,0,0
0,0.004856753,63,0,2078,NA,11,0,2,0,NA
0,0.175970229,53,0,0.228167216,9400,6,0,1,0,1
0,0.078671709,58,0,0.016997572,7000,3,0,0,0,0
0,0.184744641,52,1,2.471264368,2000,14,0,4,0,0
0,0.008374738,64,0,1722,NA,5,0,1,0,0
0,0.059341539,72,0,0.391578588,11731,15,0,2,0,1
0,0.9999999,54,0,0.087728068,4000,1,0,0,0,0
0,0.026143287,46,3,0.470395251,6400,8,0,2,0,3
0,0.009073514,40,0,0.323261497,4500,5,0,1,0,1
0,0.45843253,36,0,0.134314265,12708,9,0,0,0,0
0,0.9999999,51,2,0.249894399,11836,5,0,1,0,2
0,0.212761057,54,0,0.99661609,9160,18,0,3,0,2
0,0.273496482,56,0,0.365849448,5791,21,0,2,0,1
0,0,61,0,0.51291308,3600,8,0,1,0,1
0,0.312768723,67,0,0.032282664,3933,6,0,0,0,0
0,0.638393601,83,0,113,NA,3,0,0,0,0
0,0.769832131,30,0,0.614177589,5416,9,0,2,0,1
0,0.807706158,64,0,0.55596196,4100,8,0,2,0,1
0,0.9999999,31,0,0.289041096,2189,4,0,0,0,0
0,2.86337e-4,66,1,0.209691376,10400,7,0,1,0,1
0,0,36,2,0.415685403,4500,5,0,2,0,2
0,0.309974169,39,0,0.193094829,6400,13,0,2,0,1
0,0.113321304,70,2,0.37966866,10200,16,0,2,0,0
0,0.011468331,46,0,0.010361599,4728,8,0,0,0,0
0,0.004883494,64,0,365,NA,6,0,2,0,0
0,0.144475921,42,0,0.100779844,3333,4,0,0,0,2
0,0.9999999,35,1,0.092985318,3064,1,0,0,0,3
0,0.437449179,74,0,0.153169366,5000,6,0,0,0,0
0,0.948601781,48,0,0.219824141,1250,3,0,0,0,2
0,0.9999999,78,0,0.190681004,1394,1,0,0,0,0
0,0.708552719,40,2,0.167320939,13500,13,0,0,1,0
0,0.425681055,56,0,0.19246646,3875,7,0,0,0,1
0,0.010082594,64,0,1.49127182,400,10,0,1,0,0
0,0.652828033,64,1,0.35244126,6000,7,1,1,0,0
0,0.263963887,40,0,0.155531315,11000,7,0,1,0,3
0,0.647313915,71,0,0.502546149,3141,8,0,0,1,0
0,0.623738408,49,0,0.346589647,4500,8,0,0,0,1
0,0.049513651,36,0,0.00803147,6100,7,0,0,0,0
0,0.031588432,54,0,0.356035437,5417,15,0,1,0,3
0,0,79,0,673,NA,5,0,1,0,0
0,0.00149995,56,0,0.47385418,8050,16,0,3,0,2
0,0.017484584,71,0,35,NA,9,0,0,0,NA
0,0.024535987,47,0,0.37320893,3000,10,0,1,0,2
0,0.222677337,51,0,0.235595551,8000,8,0,0,0,2
0,0.041289946,36,0,0.975341553,3000,7,0,2,0,0
0,0.700557148,56,0,0.283218889,8300,6,0,1,0,2
0,0.079224103,65,0,2864,NA,4,0,1,0,1
0,0.273854535,65,0,0.305967793,3166,12,0,0,0,1
0,0.111544837,47,0,0.018165837,3412,4,0,0,0,1
0,0,45,0,0.358590018,6070,10,0,2,0,1
0,0.031231385,89,0,11,NA,5,0,0,0,0
0,0.992522389,27,0,1.100636943,784,5,0,0,1,0
0,0.312303626,68,0,0.303077726,5750,7,0,2,0,0
0,0.250909964,34,0,0.112177564,5000,4,0,0,0,0
0,0.277124286,68,0,0.311737652,5000,11,0,1,0,0
0,0.020363118,54,0,2949,NA,8,0,2,0,0
0,0.125798586,35,0,0.455700609,5744,8,0,2,0,0
0,0.982477859,36,0,0.508163945,3000,3,0,1,0,0
0,0.088393767,59,0,2353,NA,9,0,2,0,0
0,0.476797869,58,0,0.93784153,2927,17,0,1,0,2
0,0.75249501,23,0,11,0,1,0,0,0,0
0,0.258208873,59,0,0.464614575,3800,12,0,2,0,2
0,0.066990139,59,0,1551,NA,17,0,1,0,0
0,0.05054086,33,0,4821,NA,9,0,3,0,0
0,0.207105185,68,0,0.4332118,3016,17,0,1,0,0
0,0.210589947,63,0,0.219618843,12120,9,0,1,0,0
0,0.145910281,55,0,4913,NA,15,0,1,0,0
0,0,64,0,55,NA,8,0,0,0,0
0,0.110140284,46,1,1.179052586,2300,14,0,2,0,2
0,0.014494959,86,0,1.054189162,5000,16,0,2,0,0
0,0.9999999,35,0,0.060622175,3760,1,0,0,0,2
0,0.9999999,50,0,0.176126035,4950,3,0,1,0,0
0,0.001666556,76,0,0,NA,2,0,0,0,0
0,0.333727883,52,0,0.334738041,8779,8,0,1,0,1
0,0.308999797,51,0,1.128580946,1500,14,0,1,0,2
0,0.9999999,56,0,0.280429893,4000,2,0,0,0,0
0,0.015830176,52,0,0.450973513,5700,12,0,1,0,0
0,0.045831806,48,0,0.048806747,22291,4,0,0,0,0
0,0.005561378,45,0,0.269341332,8000,13,0,1,0,0
0,0,63,0,1.59987e-4,12500,13,0,0,0,1
0,0.9999999,54,0,0.766038994,6000,3,0,2,0,0
0,0.485002174,31,0,0.098760496,2500,6,0,0,0,0
0,0.145436899,56,0,149,NA,4,0,0,0,0
0,0.110485355,60,0,209,NA,6,0,0,0,0
0,0.004092833,47,0,2018,NA,9,0,1,0,0
0,0.343144871,59,0,0.319585788,5600,9,0,1,0,1
0,0.276649666,50,1,0.355037939,17000,14,0,2,0,5
0,0.300298193,59,0,0.54709727,2600,16,0,1,0,0
0,0.023962075,63,0,0.036148285,6500,6,0,0,0,0
0,0.026544712,59,0,480,NA,15,0,1,0,0
0,0.47182389,53,0,0.483535529,7500,10,1,2,0,1
0,0,59,0,1475,NA,9,0,1,0,0
0,0.018049098,47,0,0.269957819,6400,4,0,1,0,4
0,0.555217881,27,0,0.188022897,4541,5,0,0,0,0
0,0.235973381,40,0,0.364336819,5450,12,0,2,0,4
0,0,40,0,1539,NA,4,0,1,0,1
0,0.056596486,68,0,0.319335083,8000,19,0,2,0,0
0,0.103629247,85,0,0.084060828,7101,17,0,0,0,1
0,0.414929254,45,0,0.320516317,11000,11,0,3,0,2
0,0.495119177,43,0,3707,NA,7,0,2,0,0
0,0.221969225,50,0,0.476291471,6600,7,0,1,0,2
0,0.193598681,40,0,0.218363589,3800,11,0,0,0,1
0,0.109995849,53,0,0.422697163,8000,7,0,2,0,1
0,0,62,0,16,NA,1,0,0,0,0
0,0.750014792,52,0,529,NA,8,0,0,0,0
0,0.9999999,41,1,0.52892562,4718,2,0,2,2,2
0,0,83,0,0.211723192,5100,10,0,1,0,0
0,0.754349876,53,0,0.294131221,13000,12,0,1,0,2
0,0.078797135,29,0,0.500747703,4680,7,0,2,0,0
0,0.071687767,77,0,32,NA,2,0,0,0,0
0,0.063538542,72,0,0.100653246,7500,6,0,0,0,0
0,0.172871513,53,0,1.651116295,3000,14,0,1,0,0
0,0.284064502,46,0,0.266696853,4416,5,0,1,0,4
0,0.9999999,25,0,0,NA,1,0,0,0,0
0,0.472228732,68,0,0.090952155,2110,10,0,0,0,0
0,0.070714301,58,0,0.098010098,10100,9,0,2,0,1
0,0.9999999,50,0,785,NA,2,0,1,0,0
0,0.776026289,73,0,0.36000583,6860,15,0,1,0,0
0,0.123187681,67,0,36,NA,1,0,0,0,NA
0,0,68,0,0,NA,2,0,0,0,1
0,0,51,0,0.475609756,6067,4,0,2,0,0
0,0.16653274,53,0,0.543625949,7506,11,0,3,0,3
0,0.9999999,91,0,0,NA,2,0,0,0,0
0,0,75,0,0,10500,4,0,0,0,0
0,0.196229791,40,0,1737,NA,17,0,2,0,0
0,0.207680229,34,0,0.094795072,7953,4,0,0,0,0
0,0.9999999,30,0,0.109942136,1900,1,0,0,0,0
0,0.077908693,40,1,0.438969765,6250,10,0,1,2,1
0,0.019587977,68,0,0.233280395,5666,8,0,1,0,2
0,0.05159358,62,0,0.364838481,11267,14,0,3,0,0
0,0.046945227,66,0,0.011999262,5416,3,0,0,0,0
0,0.001420195,62,0,0.161561492,8683,9,0,1,0,3
0,0,62,3,0.290491738,10106,17,0,2,0,0
0,0.020200766,63,0,1421,NA,17,0,2,0,NA
0,0.297534298,71,0,0.428734647,3500,13,0,1,0,0
0,0.084596616,60,0,1463,NA,5,0,1,0,0
0,0.632339165,45,0,0.440096535,5800,7,0,0,0,0
0,0.028021865,54,0,48,NA,4,0,0,0,NA
0,0.43283074,61,0,0.658562257,9500,19,0,2,0,1
0,0.310512775,61,0,0.336660212,13425,12,0,3,0,0
0,0.208832463,30,0,0.110996208,2900,8,0,0,0,1
0,0.873870871,78,1,0.196450887,4000,2,0,0,0,0
0,0.846697584,56,0,0.256593611,10767,8,0,0,0,0
0,0.062329178,40,0,0.177254739,4800,8,0,0,0,0
0,0.072493959,34,0,0.706683971,3081,9,0,1,0,0
0,0.983228512,56,1,0.438879112,7386,10,0,1,0,1
0,0.060492527,40,0,0.108457159,7200,10,0,0,0,0
0,0.329178055,44,0,0.381664499,4613,7,0,1,0,4
0,0.517800571,67,0,4221,NA,14,0,1,0,0
0,0.324890015,70,0,0.171986241,12500,9,0,1,0,0
0,0.223850766,29,1,0.441416894,1100,4,0,0,0,0
0,0.005467896,29,0,0.362683023,5053,8,0,1,0,0
0,0.135407875,65,0,0.594468172,9833,7,0,2,0,0
0,0.015242145,42,0,0.004666045,7500,6,0,0,0,1
0,0.02963697,35,0,0.290506468,4560,7,0,1,0,0
0,0.050432068,61,0,0.267535222,6600,13,0,1,0,0
0,0.216646034,54,0,0.261828645,9383,8,0,4,0,2
0,0.012430574,61,0,0.043134436,2781,3,0,0,0,0
0,0.480318996,69,0,0.541743043,6000,23,0,2,0,0
0,0.038367958,29,0,0.202723668,5800,7,0,2,0,0
0,0.015926694,86,0,13,NA,6,0,0,0,NA
0,0.019849008,64,0,1187,NA,6,0,1,0,NA
0,0.009901956,46,0,1228,NA,6,0,1,0,0
0,0.117478465,57,0,0.178515309,21000,9,0,2,1,2
0,0.028754917,60,0,0.197020088,15033,3,0,1,0,0
0,0,65,0,0.126641835,5100,7,0,1,0,0
0,0.014923785,73,0,0.001570369,18466,15,0,0,0,0
0,0.344555446,68,1,0.903251706,2490,13,0,2,0,0
0,0.14235846,46,0,622,NA,3,0,0,1,NA
0,0.998003992,58,0,0.021272202,4841,4,0,0,0,0
0,0.152442139,31,0,0.077540631,5106,6,0,0,0,1
0,0.003492955,48,0,0.382723455,5000,6,0,1,0,3
0,3.25728e-4,69,0,0.287674017,9840,17,0,2,0,0
0,0.345604312,46,0,0.601881799,3400,15,0,1,0,2
0,0,67,0,35,NA,2,0,0,0,0
0,0.188183307,39,0,0.19446457,6900,9,0,0,0,1
0,0.159371985,57,0,84,NA,3,0,0,0,0
0,0.013957866,66,0,0.092653575,58000,22,0,4,0,0
0,0.0247604,73,0,0.004199664,8333,3,0,0,0,1
0,0.045524652,56,0,0.588912887,12500,10,0,6,0,0
0,0.217365477,69,0,0.600507829,4725,17,0,2,0,1
0,0.05699525,29,0,0.698757764,2253,3,0,1,0,0
0,0,54,0,4,NA,6,0,0,0,0
0,0.223762047,77,0,0.829872327,6500,27,0,3,0,1
0,0.627200609,67,0,0.387208236,14180,12,0,3,0,0
0,0.114906592,74,0,0.177482191,17967,8,0,2,0,0
0,0.833730121,31,0,0.134573085,5000,4,0,0,0,0
0,0.620755889,39,0,0.159631121,7698,4,0,1,0,3
0,0.066773535,50,0,0.29151695,6400,11,0,1,0,3
0,0.052639097,37,0,22,NA,1,0,0,0,NA
0,0.336134454,54,0,0.271289343,6258,9,0,2,0,1
0,0.214313532,48,3,0.453636591,4000,20,0,1,0,0
0,0.053633316,46,0,28,NA,2,0,0,0,0
0,0.034156225,73,0,0.237601851,9940,8,0,3,0,0
0,0.008575108,42,0,0.324908015,6250,9,0,1,0,0
0,0.292120436,47,0,0.047019312,11909,5,0,0,0,3
0,0.012001514,66,0,1541,NA,12,0,1,0,0
0,0.333267678,35,0,0.096897515,6800,9,0,0,0,0
0,0.153885264,35,0,0.531198582,7900,6,0,2,0,0
0,0,36,0,0.385833004,7580,6,0,1,0,3
0,0.11197524,32,0,0.110696921,6169,8,0,0,0,0
0,0.026931538,80,0,0.318521285,2677,3,0,1,0,0
0,0.346666667,64,0,2375,NA,9,0,2,0,0
0,0.319206686,36,1,0.589082184,5000,15,0,1,0,0
0,0.069815643,60,0,0.031649084,1800,2,0,0,0,1
0,0.528778362,54,0,0.381539487,3000,10,0,1,0,0
0,0.336626535,62,0,0.285820067,2700,2,0,0,0,0
0,0.949561313,49,1,0.568557639,12638,15,0,5,0,0
0,0.114310855,75,0,0.072579697,8500,5,0,0,0,0
0,1.226932668,26,1,0.105839416,4109,5,1,0,0,2
0,0,62,0,1835,NA,9,0,1,0,0
0,0.0159996,78,0,0.004760771,4200,4,0,0,0,0
0,0,62,0,0.120554207,7000,7,0,2,0,2
0,0.307218697,55,0,0.329744787,13282,24,0,2,0,1
0,0.003286582,55,0,0.273372663,10000,14,0,1,0,0
0,0.969961202,42,0,0.736646986,7282,10,0,2,0,1
0,0.012767644,73,1,0.221833227,6283,19,0,1,0,0
0,0.051656845,53,1,0.450262238,11439,6,0,2,0,0
0,0.494789762,54,0,0.620442708,1535,11,0,1,0,0
0,0.273514785,49,0,0.28711226,5415,9,0,2,0,1
0,0.319253572,72,0,369,NA,9,0,0,0,0
0,0,75,0,0,3900,6,0,0,0,0
0,0.883978758,65,1,0.379231538,7000,16,0,0,0,1
0,0.002133191,54,0,0.139347974,8833,3,0,1,0,0
0,0.054005305,66,0,84,NA,13,0,0,0,0
0,0.895142484,38,0,0.493634049,5497,8,0,1,0,2
0,0,70,0,1060,0,9,1,1,1,0
0,0.043265224,51,0,0.348266459,7700,9,0,1,0,0
0,0.019866288,63,0,0.256951103,7300,10,0,3,0,0
0,0.432206326,63,1,0.464933993,2423,9,0,2,0,0
0,0.664223851,45,1,0.299457995,4427,6,0,0,0,3
0,0.9999999,31,0,0.162598262,4833,2,0,2,0,0
0,0.967989092,41,0,0.296446918,4671,10,0,0,0,0
0,0.529216848,64,0,4235,NA,21,0,1,0,1
0,0.018891103,54,0,0.194592989,6731,11,0,1,0,0
0,0.009924908,72,0,0.203945615,3750,11,0,1,0,0
0,0.858101061,53,0,0.489688394,13285,9,0,3,1,1
0,0.737049204,47,0,0.353912077,6300,10,0,0,0,0
0,0.03199383,56,0,0.193150394,4700,7,0,0,0,1
0,0,36,0,0,2900,3,0,0,0,2
0,0.670669235,69,0,0.370772537,8840,14,0,1,0,0
0,0.025109716,72,0,1178,NA,3,0,1,0,0
0,0.315361489,48,0,1.093247588,3420,13,0,2,0,4
0,0.032768056,88,0,342,NA,2,0,1,0,NA
